run,variant,problem,best_value,nodes,elapsed,max_depth,avg_depth,optimal,triggers,triggers_depth,triggers_vol,vol_eval,vol_nonfinite
5,vol_k_rand,ex6_2_8.bch,-0.0270063,75210,31.5386,NA,NA,1,37604,0,37604,37604,0
2,vol_k_rand,ex6_2_8.bch,-0.0270063,77790,32.1236,NA,NA,1,38894,0,38894,38894,0
1,vol_k_rand,ex6_2_8.bch,-0.0270063,77020,32.2413,NA,NA,1,38509,0,38509,38509,0
0,vol_k_rand,ex6_2_8.bch,-0.0270063,77808,32.39,NA,NA,1,38903,0,38903,38903,0
3,vol_k_rand,ex6_2_8.bch,-0.0270063,77184,32.4483,NA,NA,1,38591,0,38591,38591,0
4,vol_k_rand,ex6_2_8.bch,-0.0270063,78748,32.7624,NA,NA,1,39373,0,39373,39373,0
6,vol_k_rand,ex6_2_8.bch,-0.0270063,78710,31.552,NA,NA,1,39354,0,39354,39354,0
7,vol_k_rand,ex6_2_8.bch,-0.0270063,79224,31.476,NA,NA,1,39611,0,39611,39611,0
8,vol_k_rand,ex6_2_8.bch,-0.0270063,78738,31.586,NA,NA,1,39368,0,39368,39368,0
9,vol_k_rand,ex6_2_8.bch,-0.0270063,79342,31.9426,NA,NA,1,39670,0,39670,39670,0
